id,x,y,deg
001_0,s0.00000000000000000000,s-0.30000000000000004441,s45.00000000000000000000
002_0,s0.15409706962136426878,s-0.03854074269478553749,s203.62937773065684154972
002_1,s-0.15409706962136379693,s-0.56145925730521473174,s23.62937773065679181173
003_0,s0.27374933307294518903,s-0.23953743828977555608,s109.83729200820840787856
003_1,s0.35781215227988050209,s0.25050179913382109032,s66.37062225800323744807
003_2,s-0.23452749227011901456,s0.15496021135685392189,s155.13394055647393088293
004_0,s-3.2474778959087558e-01,s1.3210997809118560e-01,s1.5637062214563639e+02
004_1,s3.1535434624113418e-01,s1.3210997806647570e-01,s1.5637062226926409e+02
004_2,s3.2474778959087558e-01,s-7.3210997806647526e-01,s3.3637062226926400e+02
004_3,s-3.1535434813632168e-01,s-7.3210997809118572e-01,s3.3637062214563645e+02
005_0,s-0.46061913462487863447,s0.11101664971250541081,s293.62937773065686997143
005_1,s-0.44895057808465238525,s-0.79872787568062009189,s23.62937773133992536145
005_2,s0.46061913445087210306,s-0.68883502158744791544,s112.57350735835009913899
005_3,s0.06443784098767442459,s-0.47175813171822311709,s66.35879840713354838044
005_4,s0.24255002522427515643,s0.09397479361603643111,s212.64419636653673251203
006_0,s-0.50433637769864780864,s0.10003136987831769134,s293.62937773065686997143
006_1,s-0.11136787661481015177,s-0.37943728842878637897,s338.87232686970207851118
006_2,s0.50433637767041528122,s-0.68215144772302105380,s338.87232686339524434516
006_3,s-0.39697419001479844480,s-0.74854494445485320053,s23.62937773065680602258
006_4,s-0.03735033547909426266,s-0.80709697382975875701,s246.37062226934324371541
006_5,s0.50433637767003558494,s0.20709697385699904482,s158.87232686356932731542
007_0,s0.40552982229512352097,s-0.37059056853258248720,s37.55982121645656235387
007_1,s-0.62343152301035287266,s-0.81566614251260405322,s252.83010564293286392967
007_2,s0.62343152308834370867,s0.18742974931823797036,s65.19650184002493631397
007_3,s0.51578989227218763336,s-0.91114838153276034305,s336.37062226934347108909
007_4,s-0.36770719930742035153,s0.31114838103331787789,s207.81661725939312646005
007_5,s-0.12530084246005504522,s-0.48312510475599235171,s213.52151563502329167932
007_6,s-0.46334416179475057529,s-0.42804069301813502113,s27.81661725939249762973
008_0,s-0.24956221975123621393,s-0.41109156939177465828,s51.76673781765091320040
008_1,s0.66466754289042073722,s-0.85730535429617948928,s113.62937778578991299128
008_2,s-0.66466754286029217091,s0.25730535537051069106,s293.62937773063794111295
008_3,s0.55730535519554957880,s0.32683689340179739036,s203.62937773065684154972
008_4,s0.24956221984078463816,s-0.18890842992025891345,s231.76673780277891978585
008_5,s-0.20658887534306691336,s-0.85526210149168802044,s293.62937778578987035871
008_6,s0.20658887514113652428,s0.25526210148701278246,s113.62937773063792690209
008_7,s-0.55730535517643542409,s-0.92683689330984808663,s23.62937773065661062333
009_0,s-0.12414286613026849493,s0.60631033831256919697,s67.96822868895830538349
009_1,s0.69320951350937964897,s0.51926502243838223993,s59.04540482192626171809
009_2,s-0.40592615836136336505,s-0.30829040518824668560,s-22.03068181426598215467
009_3,s0.71851810651911052208,s-0.61170918713694932833,s62.89576512462910073964
009_4,s0.71713076873232173281,s0.02975959708056421030,s110.12208367099540851086
009_5,s-0.60339247368037307595,s0.18804423333212666458,s22.54841273976182947081
009_6,s-0.61043893921180003570,s-0.71777392864646072379,s23.62937773065347712986
009_7,s-0.14648400298717259571,s-0.56657824498880959840,s-117.10423487681741505639
009_8,s0.17527037848599014147,s0.40424126193276060937,s157.96931818597909114033
010_0,s0.18801237562748679411,s0.39546833941286962943,s290.15041780508829560858
010_1,s0.64515619925626177533,s-1.00307325235368449690,s338.60591097458473086590
010_2,s-0.61439179122631426555,s-0.08875976244587066577,s21.40063235714084299843
010_3,s0.23251489085102780563,s-0.53141042189372267313,s292.60822786071776135941
010_4,s-0.20247997948958304515,s-0.53549806563152202443,s70.42163308461435633490
010_5,s-0.64900173321080689703,s-0.98749067548969049479,s23.62938927830352042747
010_6,s-0.23686986620954378346,s0.40307325286411055387,s66.34583575294725221738
010_7,s0.64900186929324377161,s-0.03075029697584023142,s336.26254330099123990294
010_8,s0.15359409850984859225,s-0.87149887243374346557,s115.55894839837669962890
010_9,s-0.16571382058689534955,s0.06703740835267014975,s246.34591015391356449982
011_0,s-0.68036730700975867059,s0.26671472414423819108,s24.02207648380476356920
011_1,s0.81135701300082740950,s0.66470956087527988121,s71.91876355127068620732
011_10,s0.66107093963933105663,s0.24863531591008733446,s207.03975875442981191554
011_2,s0.32427212007777678204,s0.30548555228003193562,s30.12584213045191816605
011_3,s0.81146588987131695880,s-0.71265863333794754464,s113.63381143243461224301
011_4,s0.14751966447950254357,s-0.08102495296683069614,s249.17011314846993741412
011_5,s-0.04407892816130744296,s-0.69426797731503031574,s293.63381144339450656844
011_6,s-0.26856248669659693595,s-0.22335012129086548316,s354.04113552811173804002
